surface.id,sentiment_overall
1001882241518600,neu
1001907408556472,neu
1001909058309424,neu
1001924364776027,neu
10019296481434924,pos
1001934504610149,neu
1001942078483104,pos
1001947441458911,neu
1001949412033371,neu
1001950968395640,neu
1001956827808843,neu
1001967501701779,pos
1001974971151100,pos
1001976431081289,neg
1001980864198382,neu
1001982227921326,pos
1001994155058766,neu
1002015314612935,pos
1002028237956158,neu
1002035294562416,pos
1002046748210807,neu
1002055834446336,neu
1002057101592514,pos
1002066491711773,pos
1002098781032134,pos
1002105754290887,neu
1002108585398631,neu
1002114828117682,pos
1002118707767319,neu
1002121671240687,pos
1002125954629762,pos
1002126491962885,pos
1002129418241752,neu
1002129421132328,neu
1002145275262977,pos
1002152108556755,pos
1002161414972430,neu
1002169101453850,neu
1002171494937593,pos
1002173564970900,pos
1002180944898759,pos
10021912094541805,pos
1002194264581499,neu
1002203617428210,pos
1002212688233724,pos
1002226508354065,pos
1002227464593985,pos
1002231567961527,pos
1002259958075708,pos
10022710867778289,pos
1002286084880178,pos
1002288364842801,pos
1002289591298458,pos
1002291644230838,neu
1002305811341255,pos
1002307161318610,neg
1002314714547913,pos
1002326501032694,pos
10023360014459949,pos
1002336318374609,pos
1002356021591121,pos
1002358028109669,pos
1002360597530369,pos
1002368748473927,pos
1002373821326704,neu
1002376524726890,pos
10023782201083630,pos
1002382744867489,pos
1002389657891004,pos
1002392821540170,pos
1002397591252478,neg
1002399501606583,pos
1002407534547482,pos
1002410401191541,neu
10024137047667856,neu
1002414098496545,pos
1002416055223305,pos
1002421784749082,neu
1002424957892353,pos
1002432621261081,pos
1002438801833821,pos
1002439521621198,pos
1002440317722173,neu
1002442381431114,pos
1002462608145584,pos
10024728734300174,pos
1002482177681854,pos
1002495481404679,pos
1002495958084055,pos
1002499771862472,pos
1002506685273163,pos
1002511908287829,pos
1002518907923449,pos
1002519858131059,pos
1002528631584574,neu
1002531091441662,pos
1002545158078163,pos
1002547404737891,neu
1002547838041278,neu
1002556941892460,pos
1002557841092520,neu
1002561845313326,pos
1002568438104366,pos
1002577071849126,neu
1002600877622658,neu
1002604778061260,pos
1002605717901560,pos
1002607178021247,pos
1002608184773289,pos
1002610865154843,pos
1002612214715181,pos
1002623265169311,pos
1002623585414965,pos
1002626404607786,pos
1002632331613890,pos
1002638371195930,pos
1002639311177172,neu
1002640091165463,pos
1002642811272210,pos
1002645847820135,pos
1002661671223149,pos
1002692041563581,pos
1002704345339979,pos
1002707425283886,pos
1002711958698175,pos
1002714388519605,pos
1002736671508808,pos
1002748634604853,pos
1002751411619549,pos
1002753378036462,pos
1002759408522185,pos
1002763924290197,pos
1002774107728791,neu
1002779835148952,neu
1002784024770373,pos
1002784267888962,neu
1002784968123658,pos
1002801044622373,pos
1002801754403112,pos
1002810958164147,pos
1002811981558688,neu
1002836307953627,pos
1002842911029982,pos
1002860211194821,neg
1002868014647620,neu
1002875268007291,neu
1002878051012578,pos
1002885778505126,pos
1002897461486146,pos
1002897928682715,pos
1002900335232501,pos
1002906677941594,neu
1002919847720778,neu
1002928061926126,pos
1002944724528368,pos
1002966294678901,neu
1002970141284739,pos
1002971097624789,pos
1002978591027811,pos
10029855797093250,pos
1002999771540951,pos
1003013431772989,pos
1003023354565170,pos
1003028008001724,pos
1003030208519620,neu
1003047668443832,pos
1003048594875968,pos
1003049881294585,neu
1003056504291044,pos
1003059861108386,pos
1003065884596788,neu
1003070594414999,pos
1003073021915471,pos
1003077601442374,neu
1003081517920524,pos
1003082021445014,neu
1003085354530591,pos
1003085835288613,pos
1003090911024562,neu
1003097061210381,pos
1003110794876516,neu
1003116655025216,pos
1003116851598915,pos
1003121027972582,pos
1003138084383254,pos
1003149294503535,pos
1003149847876154,pos
1003161774923606,pos
1003170780953060,pos
1003175811596303,neu
1003176454624264,pos
1003183721476451,pos
10031900296924062,pos
1003191128423790,pos
10032019976897882,pos
1003211095174569,pos
1003214594478552,pos
1003214831293990,neu
1003226835158252,pos
1003229371253628,pos
1003237141474830,pos
1003238731085924,pos
1003243671547301,pos
1003243961788629,pos
1003245244866756,pos
10032466550110850,neg
1003247220736135,neu
1003257827976735,pos
1003257835188909,pos
10032582760174750,neu
10032694520174353,neg
10032825670135414,pos
1003284150829175,neu
1003289124531647,pos
1003295011280195,neu
1003314088220733,neu
1003325531533344,neu
1003325731588814,neu
1003328064440007,pos
1003344318400326,neu
1003365981738306,pos
1003370011140952,pos
1003371171673892,neu
1003373921112580,pos
1003375391423132,pos
1003386875118595,pos
1003397851573222,pos
1003400087975472,pos
1003405014609960,neu
1003406687597939,pos
1003410338118035,pos
1003413667747759,pos
10034177596690709,neu
1003425121441943,pos
1003435921678288,pos
1003437807342299,neu
1003441644720719,neu
1003453047956834,pos
1003455481278186,neg
10034836196611802,pos
1003484208011582,pos
1003487988037694,pos
1003494927579282,pos
1003497931304319,neu
10035017066627351,pos
1003503811792289,neg
1003507174526717,pos
1003518891285810,pos
1003519217938579,neu
1003527561741315,pos
1003531378535977,pos
1003535531392128,pos
1003541278106597,neu
1003561991802978,neu
1003566084444619,pos
1003571128607478,pos
1003590914564385,pos
1003595391979720,pos
1003596034873693,neu
1003601234605700,neu
1003601775134548,pos
1003610060742951,neg
1003618624469138,neu
1003621575081317,pos
1003624934716162,neu
1003632511710738,pos
1003632871264324,pos
1003644064242282,pos
1003649318294440,neu
1003654331941236,pos
1003655138378198,pos
1003660697742296,pos
1003667901601863,pos
1003673727982245,pos
1003686614548089,pos
1003693138230045,pos
1003697674528481,pos
1003712170743150,pos
1003729854940557,neu
10037303049652164,neu
1003753467924375,pos
1003753544645744,pos
1003761875068324,neu
1003777260895786,pos
1003783468317680,neg
1003784528496596,pos
1003787171189631,pos
1003789027580020,neu
10037938479660287,pos
1003804884978862,neu
1003811914459864,neu
10038194996308844,pos
1003828364744901,neu
1003837698219779,pos
1003838484179286,pos
1003867845094640,pos
1003873917757686,pos
1003874524423419,neu
1003875128052621,neu
10038765909584713,pos
1003877464525631,neu
1003879227838482,pos
1003881747919850,neu
1003882328252965,pos
1003895697573569,pos
1003906437364861,neg
1003915088154663,pos
1003915281255252,pos
1003929264521990,pos
1003930145165806,pos
1003937294238557,pos
1003946931130256,pos
1003949871176704,pos
1003954071322390,pos
1003954910912229,pos
1003955317672931,pos
1003956778065313,pos
1003997348040870,pos
1004009688036683,pos
1004016144451774,pos
1004039321052760,pos
1004049844426391,neu
1004054368056185,pos
1004065231664239,pos
10040853556005848,pos
1004087028071289,neg
1004090767596829,pos
1004121857912164,neg
1004149784908097,neu
1004155627588592,pos
1004159991315187,pos
1004172301273484,pos
1004176290916771,pos
10041777312586450,neu
1004182444344115,neg
1004186884227115,neu
1004187274746631,neu
1004194011427542,pos
1004195291462195,neu
1004209301349880,pos
1004213808063424,pos
1004224700900417,pos
1004242238580340,pos
1004243484339190,pos
1004246944200669,neu
1004252641635589,pos
1004254914423182,neu
1004259024795698,pos
1004263011428382,pos
1004265770830971,neu
1004303348026010,neu
1004307481056142,neu
1004308514241148,pos
1004338854630560,neu
1004340138050702,neu
1004345401084322,pos
1004353424607097,pos
1004359550696244,neu
1004362498008955,pos
1004373044959180,neu
1004387054288680,neu
1004388341071967,pos
1004390067835976,pos
1004401741128114,pos
1004412384103500,pos
1004417057459420,pos
1004420491641729,pos
1004433767894458,pos
1004435380947770,pos
1004441474366881,pos
1004452367864550,neg
1004454957577021,neu
1004495950763116,neg
1004501104466069,pos
1004510910887946,neu
1004518757916832,pos
1004521171022154,pos
1004523354088912,pos
10045287838926378,neu
1004533334953642,pos
1004535734413926,pos
1004551667993859,pos
1004555351221078,pos
1004559471498244,pos
1004563167788491,neu
1004569594460734,neu
1004585587922946,pos
1004603631274456,neu
1004608197754524,neu
1004612984930115,pos
1004614847971637,pos
1004619811022353,neu
1004620471287070,pos
1004622468039956,pos
1004629074521247,pos
1004634508170695,pos
10046404555465843,pos
1004640787453770,pos
1004649373933886,neu
1004650327843744,neu
1004650691440795,pos
1004652867595555,pos
1004654547738606,pos
1004664921238204,pos
1004666804395183,pos
10046677075455157,pos
1004671064914981,neu
1004717321289898,neu
1004736397896771,pos
1004738867711614,pos
1004739574168153,neu
10047593928586751,pos
1004775198057618,pos
1004776711171695,pos
1004782401276169,pos
1004788048253523,neu
1004792951239212,neu
1004794567706797,pos
1004805757160811,pos
1004834231479741,neu
1004845577941983,pos
1004851011206791,neu
1004867357591566,pos
1004867824619884,pos
1004876074961227,pos
1004877510899481,pos
1004880921605068,neu
1004883010951345,pos
1004898624750229,pos
1004899421323260,neu
1004900634437684,pos
1004921851080778,pos
1004922854348554,pos
1004939941634674,pos
1004944574422696,pos
1004948401295452,pos
1004951438001649,neu
1004959297704368,pos
1004961324124031,pos
1004967900917237,pos
1004968460554171,neu
1004977611250019,pos
1004985491508813,pos
1004988384795717,pos
1004992401245470,pos
1004996911149057,neu
1005009841644180,pos
10050137648448400,pos
1005015117468607,pos
1005017271170889,pos
1005018567744452,pos
1005023437854035,pos
1005031810941009,pos
1005051894345752,pos
1005051928231795,pos
1005066784892347,pos
1005070857733313,pos
1005071917964385,pos
1005076104938738,pos
1005078518232210,pos
1005079671551885,pos
1005092721241686,pos
1005108211350400,pos
1005113084028276,pos
1005113454511259,neu
1005119787719167,pos
1005132311780381,pos
1005137007373824,neu
1005139337580568,neu
1005142961373643,neu
1005143397689660,neu
1005148844931764,neu
1005151457620100,neu
1005176528210019,neu
1005180164880396,pos
1005185708181153,neu
1005193457579587,pos
1005197810954054,pos
1005204464295406,neu
1005215061197648,neu
1005227861041647,neu
1005234471377982,pos
1005247934121001,neu
1005249624843596,pos
1005253717608655,pos
1005262484996468,neu
1005264281112869,pos
1005284584674083,neu
1005284601678288,pos
1005288164578957,pos
1005290984105831,pos
1005295824256377,neu
1005298200921668,pos
10052997674743960,pos
1005301824877638,pos
1005304968234005,neu
10053178494810539,pos
1005320757860076,pos
1005325078353391,pos
1005343960863260,neg
1005353170639653,pos
1005357664426330,pos
1005365511333747,pos
1005366348421459,pos
1005375140742828,pos
1005377694632413,pos
1005379497396518,pos
1005410210548865,pos
1005421144547570,neg
1005426781738694,neu
1005438177718326,neu
1005438590774642,neu
1005443134323181,pos
1005455038047318,neu
1005462324130193,neg
1005471750680669,pos
1005474068016067,pos
1005479780757529,neu
1005487764882394,neu
1005488660954825,neu
1005489870878251,pos
1005493517897752,neu
10054955117949680,pos
1005498397453171,pos
1005515610980937,neu
1005516817814650,pos
1005518410938174,neu
1005522867860444,pos
1005532917589673,neu
1005548861439275,pos
1005565741102069,pos
1005570661227338,pos
1005571881146156,pos
1005587097879052,neu
1005594847820681,pos
10056052627755534,pos
1005616094141506,neu
1005620170647530,pos
1005620984636930,pos
1005629341059587,pos
10056368951074320,neu
1005637251122014,pos
10056374004491004,pos
1005643934489871,pos
10056449471041777,pos
1005647110788541,pos
1005652541506344,pos
1005654485117134,pos
1005663537882138,neg
1005673861256971,pos
1005676127821034,pos
1005681261150750,pos
1005707191280643,neu
1005721321653711,pos
1005726687555641,pos
1005745137771711,pos
1005746214176964,pos
1005803097714592,pos
1005809054072512,pos
1005813460820846,pos
1005813864368572,pos
1005814574579740,pos
1005826497846205,pos
1005828427960406,pos
1005828924538389,pos
1005829874421052,pos
1005830234780969,neg
1005843310615774,pos
1005847954811549,pos
1005883081471783,pos
10059028334219435,pos
1005915914444697,pos
1005917594874010,neu
1005918697757719,neu
1005936954337103,neu
1005937467984171,pos
1005940594321923,neu
10059437737501136,neu
10059516420840362,neu
1005954494606509,neu
1005974097862949,pos
1005978388173905,pos
1005984967465500,pos
1005998474714236,pos
1006010290853040,pos
1006016180906174,pos
10060243550748780,neu
1006028534527844,pos
1006028598189547,pos
1006032394325424,pos
1006037444066959,pos
10060376380667168,neu
1006044754647473,neu
1006057384850892,pos
1006068921405984,neu
1006071177890320,neu
1006082634913211,pos
1006108147674501,neu
1006110504349215,neu
1006118304155038,neg
1006160404425612,pos
1006163288058600,pos
1006167480372391,pos
1006171971058942,neu
1006172417388975,neu
1006177447717035,pos
1006183581226281,neu
1006196478149068,neu
1006217797555948,pos
1006222508061972,pos
1006223977463068,pos
1006225734173169,pos
1006234727970291,neu
1006242400639402,neu
1006245964058197,neu
1006247061499643,pos
1006248804169756,neu
10062501073856573,pos
1006256693989954,neu
10062594560455835,pos
1006275134593295,pos
1006275764112520,neu
1006277448184146,neu
1006280687980263,pos
1006310704182479,neg
1006318484234125,pos
1006332134234664,neu
1006350650981850,pos
1006373140859153,neu
1006384057539802,pos
10063902903738486,neu
1006399470470004,neu
1006401957746526,neu
1006409564517928,neu
1006414774464173,neu
1006424110554414,pos
1006425204479640,pos
1006428490929147,neg
1006444454751910,pos
1006448540858927,pos
1006452831086619,pos
1006458021057810,pos
1006466507565374,pos
1006467858093650,pos
1006473158302942,pos
1006484807632437,pos
1006492610966503,pos
1006497051295560,pos
1006499601591271,neg
1006509821379760,pos
1006524993940527,pos
1006542940779687,neu
1006548311125678,neu
1006551000586900,pos
1006551321403188,neu
10065704190200136,pos
1006581774357156,pos
1006584967149014,neu
1006597250908429,neg
1006597441132080,pos
1006597617922446,pos
1006598694367310,pos
1006609818059214,pos
1006634324193963,pos
10066365463387738,pos
1006665877781159,pos
1006667747911929,pos
1006675464327513,neg
1006682547249647,pos
1006683551112635,neu
1006696284173487,pos
1006705164491887,neu
1006706251248567,pos
1006713157757226,pos
1006719613936850,neu
1006724277840258,neu
1006734337174873,pos
1006739361047230,pos
1006740777738330,neu
1006759274221763,pos
1006761913747134,neu
1006769417261357,neu
1006773067849935,neg
1006777678056228,pos
1006777707751740,pos
1006782914720738,pos
1006792124430016,neu
1006792377641913,pos
1006794694132000,neu
10068049103323686,pos
1006809234430050,pos
1006809993752498,neu
1006811444002077,pos
1006813597353223,pos
1006814198046000,pos
1006830364119607,pos
1006844230824042,neu
1006851574157482,pos
1006860470899140,pos
1006868358014096,pos
1006880540883031,pos
1006889881089193,pos
1006898214116916,pos
1006905804562893,pos
1006907964157598,pos
1006908743907178,neu
1006909117494668,neu
1006923607820875,neu
1006928077986957,neu
1006936314554415,neu
1006937864473056,pos
1006982064311364,pos
1006983247808539,pos
1006993370698266,pos
1006995161390008,pos
1006997340773753,neu
1007014960797347,pos
1007016401334380,pos
1007021474553571,pos
1007023081091035,pos
1007029057328734,neu
1007043011430018,pos
1007054977991427,pos
1007057847670185,pos
1007065454739796,pos
10070671403001533,neu
1007069151082178,neu
1007079303911575,pos
1007084271140453,neu
1007088127623126,neu
1007095524805725,neu
1007103554271494,neu
1007108257806674,pos
1007109628212681,pos
1007112410888612,neu
1007121257652846,neu
1007121974078684,neg
1007126777473725,neu
1007126934170281,neu
1007127604143514,neu
1007138237275157,neu
1007141407035931,neu
1007145904343330,neu
1007164300720475,neu
1007165491020003,pos
1007169377556972,pos
10071715952925638,pos
1007176027654126,pos
10071896966224637,pos
1007196940815992,neu
1007201533890036,neu
1007202627979292,pos
1007208294160915,pos
1007210394470468,pos
1007210661038109,neu
10072109502886722,neu
1007218614517136,pos
1007224951546252,neu
1007250871188184,pos
1007256510813853,pos
1007260454174774,pos
1007262520525676,pos
1007299724270281,pos
1007313191079362,pos
1007316460907828,pos
10073505586043884,pos
1007357950614108,pos
1007371880906542,neu
1007383987421413,neg
1007388677430310,pos
1007401801094783,neu
1007423791069310,neu
1007424697321836,neu
1007433671415908,neu
10074378469240827,neu
1007449397659196,neu
1007451251235466,pos
1007455450916388,pos
10074621469270378,neu
1007463210773641,pos
1007468797592299,pos
1007470747949142,neu
1007484263680740,neu
1007491006958515,pos
1007499590598385,neu
1007513950561325,neu
1007522897429460,pos
1007526394384644,neu
1007537407972988,pos
1007540954876292,pos
1007559230455777,neu
1007569560913401,neu
1007577414322573,pos
1007594067580924,pos
1007600874222351,pos
1007601514328236,pos
1007603277135444,neu
1007611757281334,pos
1007643080368627,neg
1007662287568650,neu
10076705082448102,pos
1007672517445990,pos
1007679584633690,pos
1007681620378659,pos
1007682094111792,pos
1007686967134594,pos
10076922722331703,pos
1007720194359177,neu
1007753007542061,pos
1007771870714848,neu
1007776587169702,neu
1007783600987301,pos
1007796971417947,pos
1007799434295479,pos
1007800554086112,pos
1007803934227000,pos
1007811858034641,pos
1007814174122281,pos
10078174048899184,pos
1007821611281324,pos
1007830571222653,pos
1007834964068259,neu
1007836224272703,pos
1007859777205610,neu
1007863880440617,pos
1007863907713126,pos
1007882967455087,pos
1007892807745116,pos
1007895827378521,neu
1007912287439138,neu
1007923790761898,neu
1007931490788418,pos
10079501255512522,pos
1007954514444054,neu
1007979944353462,pos
1007981494773022,neu
1008003280739444,pos
10080099062112732,pos
1008017484321954,pos
1008029524246919,pos
1008030327453750,neu
1008043417543082,pos
1008050964247886,neu
1008059190724353,neu
1008061600532495,pos
1008075627779164,neu
1008075890600372,neg
1008086850903315,neu
1008088597223626,neu
1008088824791720,pos
1008119993959827,neu
1008132930812199,neu
1008144827313121,neu
1008147447546196,neu
1008176814077571,pos
1008186073572427,pos
1008189660836736,pos
10081961438493865,neu
1008203768170805,pos
1008215357409230,pos
1008224890720062,neu
1008228050349774,neu
1008231150343810,pos
1008235304554446,neu
1008243130992978,neu
1008243390902319,pos
1008263181277537,pos
1008264087926360,pos
1008268201302498,pos
1008296297694768,pos
1008297960367990,pos
1008301807357972,pos
1008303640475991,pos
1008304774214913,pos
1008305767588302,pos
1008312930670082,pos
1008315360838495,pos
10083156478473545,pos
1008330717331789,pos
1008332476931663,neu
1008346513671283,pos
1008349417322078,neu
1008351457654471,neu
1008356520770792,pos
1008371267080733,pos
1008383630465537,neg
1008384620423641,neu
1008385134525602,neg
1008392977041745,neu
1008394870754668,pos
1008395508073110,pos
1008420074116818,pos
1008428413797644,pos
1008440307539644,pos
10084426144957493,pos
10084467821658618,pos
1008450017626445,pos
10084729754976731,pos
1008473227141991,pos
1008486544763471,pos
1008496830714120,neu
1008498120677695,pos
1008507590920289,pos
1008510893505984,pos
1008517587358137,pos
1008526654220288,pos
1008527363948338,pos
1008540190350900,pos
1008543423967003,pos
1008543850206959,neu
1008549597724891,pos
1008565557321379,pos
1008596623974628,neu
1008614700461295,neu
1008635433562951,pos
1008651303680374,neu
1008655277293218,pos
1008661613941407,neu
1008664014012652,neu
1008671283684462,neu
1008692350507970,neu
1008692677322755,pos
1008693907443276,pos
1008697053921057,pos
1008734424507462,pos
1008743726868884,pos
1008751911173246,pos
1008756104693952,pos
1008758393897160,neu
1008761864694585,pos
1008765140856430,neu
1008787494121210,pos
1008788520194032,pos
1008798913669403,pos
1008811944679081,pos
1008814553926336,pos
1008814773545067,neg
1008820083739347,pos
1008836331255411,pos
1008836650942447,neu
1008837387701881,neu
1008854710843655,pos
1008857114274125,pos
1008861027402024,pos
1008882657422332,pos
1008887627646582,neu
1008900897132531,neu
10089013661207387,neu
1008905914118503,pos
1008921094279208,neu
1008936164467118,pos
1008952774401820,pos
1008962150851696,neu
1008965384232947,pos
1008968370922748,neu
1008968644267787,pos
1008973390091008,neu
1008975997580119,pos
1008985253964997,neu
1008986854235707,pos
1008988238045186,neu
10089938961103579,pos
1008995840992312,pos
1008998881191805,neu
1009003600723812,neu
1009008367003209,neu
1009009057664291,neu
1009014880528578,neu
1009023990887613,pos
10090262577661848,pos
1009042703897715,neu
1009044564067102,pos
1009047214012991,pos
1009049057814558,pos
1009056540591670,pos
1009060690455565,pos
1009061187598782,neu
1009071427268480,pos
1009078604653224,pos
1009092043931417,pos
1009094597911249,pos
1009097270406349,neu
1009114477552640,pos
1009124477548316,pos
1009133150744870,pos
1009135941216742,pos
1009136377031330,neu
1009136911190157,neg
1009175940512860,pos
1009186793580341,pos
1009229447230969,neg
1009232850757838,pos
1009255130852762,pos
1009273074694045,neg
1009277217665056,pos
1009279864032256,pos
1009281074147141,pos
10092825497509954,pos
1009293753968928,pos
1009312437527033,pos
1009323940276675,neu
1009325754262191,pos
1009326074031407,pos
1009347123828152,neg
1009348937064601,pos
1009350480830382,pos
1009371917999624,pos
1009378970171680,pos
1009380681285563,pos
1009385064621773,neg
10093898780707251,neu
1009398120878866,pos
1009399264463764,pos
1009430943609852,pos
1009462241153175,pos
1009471630108445,neu
1009472307249456,pos
1009473437400243,pos
1009475823946153,pos
1009476570480595,pos
1009476574167124,pos
1009485774365423,pos
1009499237146197,pos
1009500330577380,pos
1009500804719708,pos
1009515417187440,neu
1009526723895986,pos
1009533654311486,pos
1009548580562822,pos
1009563100530766,pos
1009564260523192,pos
1009576266919165,neu
1009580090347813,neg
10095838440530182,pos
1009588047498385,pos
1009601210448151,pos
1009605190564586,neu
10096077670517835,neu
1009612690588050,pos
1009637517400686,neu
1009638191111630,pos
1009643904349926,pos
10096572040435663,pos
1009663126875304,pos
1009669957044121,neu
1009670634444826,pos
1009671350473090,neu
1009673967450806,neu
1009687490793334,neg
1009690297469140,pos
10097102143751453,pos
10097210157018742,neu
1009732400585404,pos
1009736710659955,pos
1009742547186923,neu
1009747883614803,pos
1009754956954036,pos
1009755974053799,pos
1009760527740357,pos
1009766731064618,pos
1009771240510955,pos
1009773264056323,pos
1009778453332408,pos
1009795880512239,pos
1009805197411739,pos
1009809687540881,neu
1009813410796284,pos
10098199056858181,neu
1009820167744333,pos
10098335030289696,pos
10098432993574839,pos
10098520156925986,pos
1009859633415730,pos
10098692296923322,pos
1009881597810304,neu
1009903544016444,pos
1009915334389534,pos
1009915577662355,pos
1009930597159415,pos
1009939010062248,neu
1009939510361965,pos
1009947267774738,neu
1009955080863888,pos
1009956874437671,pos
1009986717715517,neu
10099938493392439,pos
1010015317754692,neu
1010027020905221,neg
1010032670569999,pos
1010047430915555,pos
1010064403804581,pos
1010065893807100,pos
1010079234115401,neg
1010080600833412,neu
1010083064155559,neu
1010083327606489,neu
1010085357191621,neu
1010095404371715,pos
1010096207494150,pos
1010109397517639,neu
1010111027458034,pos
1010128057389252,pos
1010130280508675,neu
1010138423848504,neu
1010153870697919,neu
1010158097184956,pos
1010161124367534,pos
1010171733614604,pos
1010181127485810,pos
1010181750717544,pos
1010182383808373,pos
1010184944141513,neu
1010193450028434,neu
1010193530044873,neu
1010193700208580,neu
1010195927907770,neu
1010208887520024,neu
1010223500495325,pos
1010226247310558,pos
1010236536890565,pos
1010240916619288,neu
1010243803406712,neu
1010247517110778,neu
1010250880713885,neg
1010254233841849,pos
1010266847861082,neg
1010271554414876,pos
1010287261040015,pos
1010289696967564,neu
1010297583749315,neu
1010297841021784,neu
1010298577224954,neu
1010298996993284,neu
1010310594548373,neu
1010312607147345,neu
1010331040476890,neu
1010333934228885,neu
1010340001115045,neu
1010342176993919,pos
1010357567397061,neg
1010382501013308,pos
1010386263965885,pos
1010401397268516,pos
1010404047122664,neu
1010404260553027,neu
1010414427093864,pos
1010419724525037,pos
1010436150646647,pos
1010446977334314,pos
1010447717444131,pos
1010455064459715,pos
1010455606920666,pos
1010458260416776,pos
1010469593966797,pos
1010494797563434,pos
1010495144335747,pos
1010506077924684,pos
1010521986957963,pos
1010530283931279,pos
1010540203739016,pos
